334,Port-of-Spain,TT,1,55,868,1067,-6151,POS,TTPP,TDXX0002,309
335,Porto-Novo,BJ,1,113,,648,263,COO,DBBB,BNXX0002,1126
336,Prague,CZ,1,95,2,5007,1444,PRG,LKPR,EZXX0012,55
337,Praia,CV,1,83,,1488,-2350,RAI,GVAC,CVXX0002,1380
338,Pretoria,ZA,1,140,12,-2572,2822,PRY,FAWB,SFXX0044,1484
339,Providence; RI,US,1,35,401,4182,-7141,PVD,KPVD,USRI0050,460
340,Puebla de Zaragoza,MX,1,-2147483581,22,1905,-9821,PBC,MMPB,MXPA0070,6364
341,Pusan,KR,1,230,51,3510,12904,PUS,RKPK,KSXX0050,2087
342,Pyongyang,KP,1,230,2,3901,12577,FNJ,ZKPY,KNXX0006,2520
343,Quebec City; PQ,CA,1,35,418,4649,-7113,YQB,CYQB,CAXX0385,279
344,Quito,EC,1,45,2,-022,-7850,UIO,SEQU,ECXX0008,7248
345,Rabat,MA,1,90,7,3402,-683,RBA,GMME,MOXX0007,131
346,Raleigh; NC,US,1,35,919,3577,-7863,RDU,KRDU,USNC0558,6524
347,Recife,BR,1,65,81,-805,-3490,REC,SBRF,BRXX0195,7251
348,Redmond; WA,US,1,4,425,4766,-12212,SEA,KSEA,USWA0367,281
349,Reggio Calabria,IT,1,110,965,3811,1565,REG,LICR,ITXX0097,4321
350,Regina; SK,CA,1,25,306,5030,-10430,YQR,CYQR,CAXX0397,481
351,Reykjavik,IS,1,90,1,6414,-2194,KEF,BIKF,ICXX0002,291
352,Richmond; VA,US,1,35,804,3755,-7746,RIC,KRIC,USVA0652,483
353,Riga,LV,1,125,2,5695,2410,RIX,EVRA,LGXX0004,4834
354,Rio de Janeiro,BR,1,65,21,-2290,-4317,GIG,SBGL,BRXX0201,109
355,Riyadh,SA,1,150,1,2464,4674,RUH,OERK,SAXX0017,257
356,Rockford; IL,US,1,20,815,4227,-8908,RFD,KRFD,USIL1013,6209
357,Rome,IT,1,110,6,4189,1249,FCO,LIRF,ITXX0067,65
358,Roseau,DM,1,55,767,1530,-6139,DOM,TDPD,DOXX0002,6200
359,Roswell; NM,US,1,10,505,3323,-10431,ROW,KROW,USNM0267,6021
360,Rouen,FR,1,105,2,4944,109,URO,LFOP,FRXX0085,4852
361,Sacramento; CA,US,1,4,916,3858,-12149,SAC,KSAC,USCA0967,463
362,Saint John; NB,CA,1,50,506,4520,-6557,YSJ,CYSJ,CAXX0419,6168
363,Saint Louis; MO,US,1,20,314,3862,-9019,STL,KSTL,USMO0787,500
364,Saint Paul; MN,US,1,20,612,4494,-9309,STP,KSTP,USMN0664,272
365,Salt Lake City; UT,US,1,10,801,4075,-11186,SLC,KSLC,USUT0225,280
366,Salvador,BR,1,65,71,-1297,-3850,SSA,SBSV,BRXX3272,7053
367,Salzburg,AT,1,110,662,4780,1305,SZG,LOWS,AUXX0018,138
368,San Antonio; TX,US,1,20,210,2942,-9849,SAT,KSAT,USTX1200,486
369,San Bernardino; CA,US,1,4,909,3412,-11730,SBT,KRAL,USCA0978,454
370,San Diego; CA,US,1,4,619,3271,-11715,SAN,KSAN,USCA0982,487
371,San Francisco; CA,US,1,4,415,3777,-12241,SFO,KSFO,USCA0987,105
372,San Jose,CR,1,33,,993,-8407,SJO,MROC,CSXX0009,524
373,San Jose; CA,US,1,4,408,3733,-12189,SJC,KSJC,USCA0993,105
374,San Salvador,SV,1,33,,1370,-8920,SAL,MSLP,ESXX0001,6298
375,Sana'a,YE,1,155,1,1536,4421,SAH,OYSN,YMXX0005,2560
376,Santa Ana; CA,US,1,4,714,3375,-11785,SNA,KSNA,USCA1016,454
377,Santa Rosa; CA,US,1,4,707,3844,-12275,STS,KSTS,USCA1027,105
378,Santander,ES,1,105,942,4347,-380,SDR,LEXJ,SPXX0072,4875
379,Santiago,CL,1,56,2,-3345,-7067,SCL,SCEL,CIXX0020,7296
380,Santo Domingo,DO,1,55,809,1849,-6989,SDQ,MDSD,DRXX0009,6441
381,Sao Paulo,BR,1,65,11,-2355,-4658,GRU,SBGR,BRXX0232,307
382,Sapporo,JP,1,235,11,4306,14138,CTS,RJCC,JAXX0078,2482
383,Sarajevo,BA,1,100,71,4387,1842,SJJ,LQSA,BKXX0004,169
384,Saskatoon; SK,CA,1,25,306,5209,-10636,YXE,CYXE,CAXX0442,491
385,Savannah; GA,US,1,35,912,3208,-8110,SAV,KSAV,USGA0506,492
386,Seattle; WA,US,1,4,206,4760,-12233,SEA,KSEA,USWA0395,281
387,Sendai,JP,1,235,22,3825,14091,SDJ,RJSS,JAXX0104,2573
388,Seoul,KR,1,230,2,3756,12697,SEL,RKSS,KSXX0037,86
389,Sevilla,ES,1,105,95,3738,-599,SVQ,LEZL,SPXX0074,203
390,Shanghai,CN,1,210,21,3122,12147,SHA,ZSSS,CHXX0116,2577
391,Shreveport; LA,US,1,20,318,3250,-9374,SHV,KSHV,USLA0426,6070
392,Simi Valley; CA,US,1,4,805,3427,-11879,BUR,KBUR,USCA1060,100
393,Singapore,SG,1,215,,128,10384,SIN,WSSS,SNXX0006,89
394,Sioux Falls; SD,US,1,20,605,4355,-9670,FSD,KFSD,USSD0315,496
395,Skopje,MK,1,100,1 91,4200,2147,SKP,LWSK,MKXX0001,4924
396,Sofia,BG,1,125,2,4271,2333,SOF,LBSF,BUXX0005,170
397,South Bend; IN,US,1,35,219,4168,-8625,SBN,KSBN,USIN0624,497
398,Spokane; WA,US,1,4,509,4765,-11742,GEG,KGEG,USWA0422,6613
399,Springfield; IL,US,1,20,217,3980,-8964,SPI,KSPI,USIL1114,6161
400,Springfield; MA,US,1,35,413,4210,-7259,BDL,KBDL,USMA0405,443
401,Springfield; MO,US,1,20,417,3721,-9329,SGF,KSGF,USMO0828,498
402,Sri Jayawardenepura,LK,1,200,1,689,7991,CMB,VCBI,CEXX0004,2136
403,St. Catharines; ON,CA,1,35,905,4311,-7914,YCM,CYSN,CAXX0416,6374
404,St. John's; NF,CA,1,60,709,4704,-5242,YYT,CYYT,CAXX0420,6048
405,St. Petersburg,RU,1,145,812,5993,3029,LED,ULLI,RSXX0091,57
406,St. Petersburg; FL,US,1,35,813,2777,-8267,PIE,KPIE,USFL0438,282
407,Stockholm,SE,1,110,8,5929,1803,ARN,ESSA,SWXX0031,33
408,Stockton; CA,US,1,4,209,3795,-12128,SCK,KSCK,USCA1100,463
409,Strasbourg,FR,1,105,3,4858,777,SXB,LFST,FRXX0095,184
410,Stuttgart,DE,1,110,711,4878,918,STR,EDDS,GMXX0128,189
411,Sucre,BO,1,55,64,-1904,-6526,SRE,SLSU,BLXX0013,7310
412,Sunnyvale; CA,US,1,4,408,3737,-12202,SJC,KSJC,USCA1116,105
413,Suva,FJ,1,285,,-1813,17846,SUV,NFNA,FJXX0009,3057
414,Sydney; NSW,AU,1,255,2,-3396,15112,SYD,YSSY,ASXX0112,93
415,Syracuse; NY,US,1,35,315,4304,-7614,SYR,KSYR,USNY1434,6633
416,Taejon,KR,1,230,42,3633,12743,QTW,RKTF,KSXX0027,2628
417,Taipei,TW,1,220,2,2503,12150,TPE,RCTP,TWXX0021,158
418,Tallinn,EE,1,125,2,5942,2475,TLL,EETN,ENXX0004,4673
419,Tampa; FL,US,1,35,813,2794,-8245,TPA,KTPA,USFL0481,282
420,Taranto,IT,1,110,99,4050,1721,TAR,LIBG,ITXX0158,4976
421,T'bilisi,GE,1,-2147483577,32,4172,4478,TBS,UGGG,GGXX0004,241
422,Tegucigalpa,HN,1,33,,1409,-8721,TGU,MHTG,HOXX0008,6639
423,Tehran,IR,1,160,21,3568,5141,THR,OIII,IRXX0018,258
424,Tel Aviv,IL,1,135,3,3207,3476,TLV,LLBG,ISXX0026,75
425,The Hague,NL,1,110,70,5209,432,HAG,EHRD,NLXX0016,162
426,Thimphu,BT,1,195,,2745,8967,PBH,VIDP,BTXX0002,2151
427,Thunder Bay; ON,CA,1,35,807,4827,-8912,YQT,CYQT,CAXX0498,503
428,Tirana,AL,1,100,42,4133,1983,TIA,LATI,ALXX0002,4997
429,Tokyo,JP,1,235,3,3567,13976,NRT,RJAA,JAXX0085,87
430,Toledo; OH,US,1,35,419,4166,-8355,TOL,KTOL,USOH0953,6650
431,Torino,IT,1,110,11,4507,768,TRN,LIMF,ITXX0081,4051
432,Toronto; ON,CA,1,35,416,4366,-7940,YYZ,CYYZ,CAXX0504,98
433,Torrance; CA,US,1,4,310,3383,-11833,TOA,KTOA,USCA1153,100
434,Tashkent,UZ,1,185,3712,4131,6930,TAS,UTTT,UZXX0004,159
435,Toulouse,FR,1,105,5,4360,143,TLS,LFBO,FRXX0099,5007
436,Tripoli,LY,1,1004,21,3289,1320,TIP,HLLT,LYXX0009,135
437,Tucson; AZ,US,1,15,520,3222,-11092,TUS,KTUS,USAZ0247,6656
438,Tulsa; OK,US,1,20,918,3615,-9599,TUL,KTUL,USOK0537,465
439,Tunis,TN,1,113,1,3681,1018,TUN,DTTA,TSXX0010,79
440,Ulaanbaatar,MN,1,227,1,4793,10691,ULN,ZMUB,MGXX0003,2663
441,Urumqi,CN,1,210,991,4379,8759,URC,ZWWW,CHXX0135,2670
442,Vaduz,LI,1,110,75,4713,954,QVU,EDNY,LSXX0002,5037
443,Valencia,ES,1,105,96,3947,-036,VLC,LEVC,SPXX0082,205
444,Valletta,MT,1,110,,3590,1452,MLA,LMML,MTXX0001,68
445,Vancouver; BC,CA,1,4,604,4915,-12304,YVR,CYVR,CAXX0518,283
446,Vatican City,VA,1,110,6,4190,1245,FCO,LIRF,ITXX0083,65
447,Venice,IT,1,110,41,4544,1232,VCE,LIPZ,ITXX0085,64
448,Veracruz,MX,1,-2147483581,29,1919,-9613,VER,MMVR,MXVZ0116,6673
449,Victoria,SC,1,165,,-462,5545,SEZ,FSIA,SEXX0001,132
450,Vienna,AT,1,110,1,4813,1622,VIE,LOWW,AUXX0025,54
451,Vientiane,LA,1,205,21,1794,10263,VTE,VLVT,LAXX0001,2678
452,Vilnius,LT,1,125,2,5468,2531,VNO,EYVI,LHXX0005,172
453,Vladivostok,RU,1,270,4232,4313,13190,VVO,UHWW,RSXX0116,2683
454,Volgograd,RU,1,1010,8442,4875,4442,VOG,URWW,RSXX0117,5072
455,Waco; TX,US,1,20,254,3133,-9708,ACT,KACT,USTX1413,507
456,Warsaw,PL,1,100,22,5224,2102,WAW,EPWA,PLXX0028,56
457,Washington; DC,US,1,35,202,3889,-7704,IAD,KIAD,USDC0001,102
458,Wellington,NZ,1,290,4,-4126,17477,WLG,NZWN,NZXX0049,95
459,Whitehorse; YT,CA,1,1011,403,6043,-13504,YXY,CYXY,CAXX0540,7411
460,Windhoek,NA,1,-2147483578,61,-2256,1708,WDH,FYWH,WAXX0004,1600
461,Winnipeg; MB,CA,1,20,204,4954,-9707,YWG,CYWG,CAXX0547,284
462,Wuhan,CN,1,210,27,3055,11428,WUH,ZHHH,CHXX0138,2693
463,Xian,CN,1,210,29,3427,10888,SIA,ZLSN,CHXX0141,2697
464,Yakutsk,RU,1,240,411,6203,12972,YKS,UEEE,RSXX0122,2409
465,Yangon,MM,1,203,1,1678,9615,RGN,VYYY,BMXX0005,156
466,Yaounde,CM,1,113,,387,1152,YAO,FKKY,CMXX0008,1605
467,Yekaterinburg,RU,1,180,3432,5685,6061,SVX,USSS,RSXX0123,2170
468,Yellowknife; NT,CA,1,10,403,6228,-11425,YZF,CYZF,CAXX0557,7413
469,Yerevan,AM,1,170,2,4021,4454,EVN,UGEE,AMXX0003,5041
470,Yokohama,JP,1,235,45,3545,13963,NRT,RJAA,JAXX0099,87
471,Zagreb,HR,1,100,1,4581,1596,ZAG,LDZA,HRXX0005,60
472,Zaragoza,ES,1,105,976,4165,-089,ZAZ,LEZG,SPXX0086,517
473,Zurich,CH,1,110,1,4722,832,ZRH,LSZH,SZXX0033,139
474,Outer London,UK,1,85,208,5151,-006,LHR,EGLL,UKXX0085,8
475,Christchurch,NZ,1,290,3,-4353,17262,CHC,NZCH,NZXX0006,96
476,Palm Springs; CA,US,1,4,760,3383,-11654,PSP,KPSP,USCA0828,487
477,Bergerac,FR,1,105,5,4485,050,EGC,LFBE,FRXX0140,176
478,Palmerston North,NZ,1,290,4,-4035,17562,PMR,NZWN,NZXX0061,95
479,St. John's,AG,1,55,,1705,-6180,ANU,TAPA,ACXX0002,293
480,Pago Pago,AS,1,1,,-1427,-17070,PPG,NSTU,USAS0001,3074
481,The Valley,AI,1,55,,1820,-6307,AXA,TQPF,AVXX0001,6459
482,Oranjestad,AW,1,55,,1253,-7003,AUA,TNCA,AAXX0001,6022
483,The Settlement,CX,1,205,,-1050,10567,XCH,YPXM,KTXX0002,150
484,Moroni,KM,1,155,,-1172,4324,HAH,FMCH,CNXX0003,1397
485,Avarua,CK,1,2,,-2120,-15977,RAR,NCRG,CWXX0001,3076
486,Abidjan,CI,1,90,,532,-404,ABJ,DIAP,IVXX0001,1001
487,Stanley,FK,1,900,,-5165,-5777,PSY,SFAL,FKXX0001,304
488,Thorshavn,FO,1,85,,6204,-676,FAE,EKVG,DAXX0041,4493
489,Cayenne,GF,1,70,,491,-5238,CAY,SOCA,FGXX0001,7054
490,Papeete,PF,1,2,,-1753,-14956,PPT,NTAA,FPXX0001,3076
491,Gibraltar,GI,1,105,,3613,-535,GIB,LXGB,GIXX0001,46
492,Saint George's,GD,1,55,,1204,-6174,GND,TGPY,GJXX0001,6155
493,Basse-Terre,GP,1,55,,1599,-6172,PTP,TFFR,GPXX0006,6466
494,Tarawa,KI,1,285,,141,17300,TRW,NGTA,KRXX0002,1556
495,Fort-de-France,MQ,1,55,,1460,-6108,FDF,TFFF,MBXX0001,6200
496,Mamoudzou,YT,1,155,,-1278,4523,DZA,FMCZ,MFXX0001,1406
497,Montserrat,MS,1,55,,1670,-6221,MNI,TRPM,MHXX0001,293
498,Yaren,NR,1,285,,-055,16692,INU,ANAU,NRXX0001,1556
499,Willemstad,AN,1,55,,1220,-6893,CUR,TNCC,NTXX0001,6197
500,Noumea,NC,1,280,,-2227,16645,NOU,NWWW,NCXX0006,3073
501,Alofi,NU,1,1,,-1901,16992,IUE,NIUE,TNXX0001,3090
502,Kingston,NF,1,1005,,-2903,16797,NLK,YSNF,ASXX0336,3073
503,Saipan,MP,1,275,,1520,14572,SPN,PGSN,USMP0001,2552
504,San Juan,PR,1,55,787,1846,-6610,SJU,TJSJ,USPR0087,305
505,Saint-Denis,RE,1,165,,-2087,5547,RUN,FMEE,REXX0002,1493
506,Basseterre,KN,1,55,,1730,-6272,SKB,TKPK,SCXX0001,6247
507,Castries,LC,1,55,,1402,-6100,SLU,TLPC,STXX0001,6678
508,San Marino,SM,1,110,,4392,1247,RMI,LIPR,SMXX0001,222
509,Sao Tome,ST,1,90,,033,673,TMS,FPST,TPXX0001,1471
510,Jamestown,SH,1,90,,-1592,-570,ASI,FHAW,UKXX0191,1538
511,Kingstown,VC,1,55,,1315,-6123,SVD,TVSV,VCXX0002,6678
512,Grytviken,GS,1,902,389,-5427,-3653,MPN,EGYP,SXXX0001,304
513,Dili,TP,1,230,,-852,12584,DIL,WPDL,IDXX0028,7440
514,Grand Turk,TC,1,1009,,2145,-7115,GDT,MBPV,TKXX0001,6345
515,Funafuti,TV,1,285,,-852,17922,FUN,NGFU,TVXX0001,3034
516,Port-Vila,VU,1,280,,-1773,16832,VLI,NVVV,NHXX0002,3090
517,Road Town,VG,1,55,,1842,-6460,EIS,TUPJ,VIXX0001,305
518,Charlotte Amalie,VI,1,55,,1834,-6493,STT,TIST,USVI0006,305
519,Laayoune,EH,1,90,,2713,-1327,EUN,GMML,WIXX0003,1158
520,Las Palmas De Gran Canaria,ES,1,85,,2809,-1545,LPA,GCLP,SPXX0201,197
521,Santa Cruz de Tenerife,ES,1,85,,2846,-1624,TFN,GCXO,SPXX0070,1509
